price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,zipcode,sqft_living15,sqft_lot15
505000,3,2.5,1995,1483,3,3,8,1760,235,2005,98102,1520,1173
374990,3,2.5,1300,10484,2,3,8,1300,0,1983,98028,1380,7868
782500,3,2.5,3750,7821,2,3,9,3750,0,2001,98074,3210,8405
389950,3,2.5,2170,8140,2,3,9,2170,0,1994,98030,2390,8100
560000,3,2.5,2780,32880,1,3,9,2780,0,1993,98045,2780,40091
814842,3,2.5,3190,6899,2,3,9,3190,0,2014,98034,3190,6899
500000,3,2.5,2760,35171,2,3,9,2760,0,1990,98058,2720,35171
450000,3,2.5,2450,19744,2,3,10,2450,0,1990,98038,2650,19597
800000,3,2.5,2760,9471,1,3,8,1760,1000,1956,98115,3040,6765
533000,3,2.5,2810,4607,2,3,8,2810,0,2004,98011,2540,4871
555000,3,2.5,2690,4819,2,3,7,2690,0,2004,98065,2360,4829
512500,3,2.5,1840,2875,2,4,7,1840,0,1997,98116,1240,5750
623000,3,2.5,1850,7777,2,5,8,1850,0,1989,98033,1850,8482
683000,3,2.5,2300,9218,2,3,9,2300,0,1998,98027,2730,9930
475000,3,2.5,1700,9100,1,3,8,1160,540,1998,98126,1590,8374
700000,3,2.5,2530,623779,1,4,8,2530,0,1980,98038,2120,100623
590000,3,2.5,2520,10223,2,3,10,2520,0,1988,98074,2630,10091
264500,3,2.5,1630,8346,1,3,8,1630,0,1990,98092,2110,8619
439950,3,2.5,1540,7773,2,4,8,1540,0,1982,98034,1630,7340
275000,3,2.5,1830,7062,2,3,7,1830,0,1990,98023,1820,6434
590000,3,2.5,2110,3870,2,3,9,2110,0,2004,98029,2300,3870
485000,3,2.5,1650,3436,2,3,7,1650,0,2003,98053,1680,3446
285000,3,2.5,1800,2516,2,3,7,1800,0,2001,98108,1800,2562
300000,3,2.5,1880,4200,2,3,7,1880,0,2007,98038,2090,4200
1.95E+06,3,2.5,2510,12779,1.5,3,10,2510,0,1968,98034,2810,12225
315000,3,2.5,1950,3000,2,3,7,1950,0,2001,98146,1620,6000
850000,3,2.5,3360,8708,2,3,9,3360,0,2006,98053,1810,4764
289950,3,2.5,2070,5013,2,3,8,2070,0,1987,98023,1670,5013
792000,3,2.5,2250,19270,2,3,8,2250,0,1999,98074,2940,19541
405000,3,2.5,1500,9636,2,3,7,1500,0,1994,98011,1700,9656
280000,3,2.5,1550,4486,2,3,7,1550,0,2000,98001,1700,4487
288000,3,2.5,1520,3593,2,3,7,1520,0,2004,98038,1610,3612
445000,3,2.5,2210,8010,2,3,8,2210,0,1998,98045,2430,9600
267000,3,2.5,1690,10336,2,4,7,1690,0,1989,98010,1580,7700
420000,3,2.5,1470,1445,2,3,8,1160,310,2005,98029,1470,1525
620000,3,2.5,1776,1248,3,3,8,1604,172,2006,98103,1780,1248
257000,3,2.5,1740,3721,2,3,8,1740,0,2009,98002,2030,3794
475000,3,2.5,950,1110,2,3,8,950,0,2003,98102,1230,1215
540000,3,2.5,1720,11656,2,3,8,1720,0,1987,98052,1890,10336
280000,3,2.5,1600,4271,2,3,7,1600,0,2000,98001,1700,4746
480000,3,2.5,1640,7847,2,3,8,1640,0,1987,98029,1870,6079
295000,3,2.5,1940,10350,1,3,7,1420,520,1979,98001,1810,7800
575000,3,2.5,1750,4797,2,4,7,1750,0,1991,98033,1750,4293
629950,3,2.5,1680,1683,2,3,9,1120,560,2014,98119,1610,1618
755000,3,2.5,2420,8856,1,3,9,1620,800,1957,98118,2650,9750
544000,3,2.5,1460,1613,2,3,8,1180,280,2007,98117,1460,1403
810000,3,2.5,3140,10983,2,3,10,3140,0,1991,98075,3140,10983
619500,3,2.5,1700,4105,2,3,8,1700,0,1992,98122,1880,3665
444950,3,2.5,2020,7800,1,4,7,1330,690,1958,98133,1870,7800
595000,3,2.5,1750,3354,2,4,7,1750,0,1991,98033,1750,4286
265000,3,2.5,1340,10290,1,4,7,1140,200,1981,98042,1760,7903
187000,3,2.5,1730,1803,2,3,7,1730,0,2005,98166,1190,7980
725000,3,2.5,2980,16996,2,3,10,2980,0,1992,98075,2980,15438
445000,3,2.5,1740,22089,1,4,8,1130,610,1977,98070,2000,24925
444500,3,2.5,2600,4724,2,3,7,2600,0,2002,98065,2400,4724
289950,3,2.5,2070,6145,2,3,7,2070,0,2003,98092,2070,5297
252500,3,2.5,1780,7192,1,4,7,1250,530,1974,98031,1870,8500
439000,3,2.5,3180,7904,1,3,8,1810,1370,2006,98056,1950,7800
470000,3,2.5,1980,9725,2,3,8,1980,0,1994,98045,2070,9834
675000,3,2.5,2540,7680,2,4,9,2540,0,1940,98177,2490,7680
851000,3,2.5,3560,107290,2,3,10,3560,0,1987,98053,3660,89298
440500,3,2.5,2460,4399,2,3,7,2460,0,2007,98065,2060,4399
355500,3,2.5,2600,5540,2,3,8,2600,0,2004,98038,2600,5540
570000,3,2.5,3150,20189,2,3,10,3150,0,1990,98058,2920,20612
552321,3,2.5,1960,8469,2,4,8,1960,0,1984,98052,2040,8189
399000,3,2.5,1800,3300,2,3,7,1690,110,2004,98118,1570,3902
429000,3,2.5,1920,15124,2,3,8,1920,0,1995,98045,1920,16477
1.15E+06,3,2.5,2100,15120,1,4,8,2100,0,1953,98004,3070,16078
442000,3,2.5,1980,39932,2,3,8,1980,0,1994,98011,2610,12769
279000,3,2.5,2010,11618,2,3,7,2010,0,1990,98022,1550,9354
290000,3,2.5,1580,6860,2,3,7,1580,0,1995,98055,1580,7050
277500,3,2.5,1690,5171,2,3,8,1690,0,2003,98023,2550,5025
330000,3,2.5,3040,7232,2,3,7,3040,0,2003,98092,2760,6926
770000,3,2.5,3680,35617,1,3,10,2390,1290,1985,98052,3570,35633
582000,3,2.5,2380,19860,2,4,8,2380,0,1995,98056,2450,10220
546000,3,2.5,1530,3464,2,3,8,1530,0,1998,98007,1530,3446
540000,3,2.5,2860,8935,2,3,8,2860,0,2004,98065,2650,6167
610000,3,2.5,2910,12283,2,3,10,2910,0,1993,98058,2680,22499
379000,3,2.5,1500,7420,1,3,7,1000,500,1972,98034,1840,7272
465000,3,2.5,1650,4636,2,3,8,1650,0,1999,98075,1650,4504
280000,3,2.5,1970,8426,2,3,8,1970,0,1992,98003,1970,9197
407500,3,2.5,1930,10460,2,3,8,1930,0,1996,98059,2290,8228
547500,3,2.5,2550,10355,2,3,9,2550,0,1990,98011,2550,10084
1.02E+06,3,2.5,2920,5629,1,5,8,1460,1460,1955,98199,2380,5000
760000,3,2.5,2190,10000,1,4,7,1540,650,1957,98040,2880,11782
635000,3,2.5,1780,11000,1,4,8,1210,570,1980,98006,2310,9700
557500,3,2.5,2620,11056,2,3,9,2620,0,1988,98011,2560,8688
445700,3,2.5,1270,1180,3,3,8,1270,0,2001,98107,1320,1180
542500,3,2.5,1920,1649,2.5,3,8,1600,320,2004,98116,1650,3053
645000,3,2.5,2490,5978,2,3,9,2490,0,2003,98074,2710,6629
575000,3,2.5,1590,2910,2,3,7,1110,480,1984,98115,1590,3880
720000,3,2.5,2100,2200,2,4,7,1500,600,1919,98122,1750,4400
580000,3,2.5,2040,4627,2,3,8,2040,0,1992,98052,2230,4500
316000,3,2.5,1490,4078,2,3,8,1490,0,1998,98059,1310,2767
339000,3,2.5,1450,3748,2,3,7,1450,0,2004,98065,1970,3748
445000,3,2.5,2690,21883,2,3,8,2690,0,1994,98014,2370,21781
302000,3,2.5,2140,9492,2,3,8,2140,0,1994,98092,2180,9184
625000,3,2.5,2120,10021,1,4,8,1230,890,1976,98006,2690,10183
275000,3,2.5,1710,7230,2,3,7,1710,0,1996,98003,1720,6537
269950,3,2.5,1480,9743,2,4,7,1480,0,1996,98010,1810,9601
360500,3,2.5,3300,11525,1,5,8,1650,1650,1961,98198,1950,9680
455000,3,2.5,1980,7309,2,3,7,1980,0,1993,98034,2060,9681
400000,3,2.5,1390,2815,2,3,8,1390,0,1999,98126,1390,3700
272000,3,2.5,1680,8512,2,3,7,1680,0,1991,98022,1580,8512
415000,3,2.5,2090,6045,2,3,8,2090,0,2000,98056,2040,6392
750000,3,2.5,3280,6750,2,3,9,2440,840,2001,98126,1770,6387
354000,3,2.5,2160,15817,2,3,8,2160,0,1999,98031,1990,15817
435000,3,2.5,3110,6000,1,3,8,1560,1550,1967,98106,2060,6000
712000,3,2.5,2375,4094,2,3,9,2375,0,2002,98052,2095,4442
500000,3,2.5,1670,2575,2,3,8,1670,0,2000,98027,1670,2897
334999,3,2.5,1650,13816,2,3,7,1650,0,1998,98014,1630,18750
750000,3,2.5,2960,69351,2,4,9,2960,0,1990,98070,2350,41433
420000,3,2.5,2720,8622,2,3,8,2720,0,2002,98059,1950,8603
250000,3,2.5,1730,7200,2,4,7,1730,0,1985,98031,1770,7396
399950,3,2.5,2570,10431,2,3,9,2570,0,1989,98031,2590,10078
564450,3,2.5,2710,6174,2,3,9,2710,0,1998,98056,2730,7266
286000,3,2.5,1680,4226,2,3,8,1680,0,2003,98042,1800,5559
531800,3,2.5,1930,5344,2,3,7,1930,0,2004,98053,2410,5080
705000,3,2.5,2820,7200,1,3,9,1780,1040,1979,98177,2300,7200
410000,3,2.5,1509,1418,3,3,8,1509,0,2014,98133,1509,1991
499000,3,2.5,1540,1326,3,3,8,1390,150,1995,98119,1680,1592
315000,3,2.5,2340,6837,2,3,7,2340,0,1992,98030,1850,6209
624950,3,2.5,2060,4730,2,4,8,2060,0,1994,98033,1980,5010
299000,3,2.5,2210,10119,1,4,7,1450,760,1966,98030,2110,10119
629950,3,2.5,1680,1683,2,3,9,1120,560,2014,98119,1610,1249
1.29E+06,3,2.5,3240,12625,2,3,11,3240,0,1987,98040,3470,12331
613500,3,2.5,2350,7035,2,3,8,2350,0,1989,98029,2270,7192
545000,3,2.5,3550,136343,2,3,10,3550,0,1977,98014,3080,215186
625000,3,2.5,2010,3200,2,3,9,2010,0,2009,98027,2250,3200
379770,3,2.5,1470,1779,2,3,8,1160,310,2005,98029,1470,1576
1.74E+06,3,2.5,4310,32093,1.5,5,10,2510,1800,1982,98177,3810,26400
265950,3,2.5,1490,3840,2,3,7,1490,0,2002,98042,2060,4384
578550,3,2.5,2120,6602,2,4,8,2120,0,1989,98029,2330,7795
455600,3,2.5,2420,8252,2,3,7,2420,0,1998,98065,2420,5818
438000,3,2.5,1650,3031,2,3,7,1650,0,2003,98053,1560,3070
425500,3,2.5,1970,2752,2,3,8,1970,0,1978,98052,1850,2778
853505,3,2.5,2820,14890,1,3,9,1770,1050,1985,98034,3740,14890
418500,3,2.5,2060,4399,2,3,7,2060,0,2007,98065,2060,4399
421200,3,2.5,1440,3060,2,3,7,1440,0,2003,98053,1650,3060
836500,3,2.5,2230,7200,3,3,9,2230,0,1996,98118,2230,7200
310000,3,2.5,1890,6300,2,3,7,1890,0,2003,98038,2100,6525
330000,3,2.5,1070,1155,2,3,7,720,350,2005,98102,1120,2594
525000,3,2.5,2320,9610,1,3,9,1730,590,1990,98011,2450,9608
557000,3,2.5,1630,1587,3,3,8,1630,0,2004,98107,1500,1527
425000,3,2.5,1800,14036,2,3,8,1800,0,1993,98019,2450,14025
353500,3,2.5,1260,972,2,3,8,840,420,2008,98144,1270,925
541000,3,2.5,1790,4038,2,3,8,1790,0,2005,98029,1700,3365
577500,3,2.5,2280,10879,2,3,9,2280,0,1984,98074,2400,9536
560000,3,2.5,2430,5128,1,3,8,1270,1160,1978,98136,2510,5330
287600,3,2.5,1950,8251,2,3,7,1950,0,1990,98001,1540,8588
330000,3,2.5,1740,1844,2,3,8,1320,420,2008,98106,1740,1789
485000,3,2.5,1540,7120,1,3,7,770,770,1938,98038,1000,6638
710000,3,2.5,2330,9160,2,3,9,2330,0,1997,98006,2460,9160
540000,3,2.5,2600,23361,1.5,3,8,2150,450,1912,98146,1700,14700
597500,3,2.5,2620,4800,2,3,7,2620,0,2002,98053,2400,4756
405000,3,2.5,1430,10200,1,3,7,1430,0,1960,98033,1470,10350
500000,3,2.5,2300,4307,2,3,8,2300,0,1998,98034,2010,4307
431000,3,2.5,2440,71002,1,4,9,2440,0,1996,98022,3170,84000
248500,3,2.5,1360,7293,2,3,8,1360,0,1988,98003,1540,7353
515000,3,2.5,2100,7851,2,3,8,2100,0,1986,98052,2100,8187
1.35E+06,3,2.5,2390,5500,1,3,9,1700,690,1952,98199,2700,5500
475000,3,2.5,1800,3300,2,3,7,1690,110,2004,98118,1570,4097
293000,3,2.5,1990,7577,2,3,7,1990,0,1990,98023,1900,7152
451000,3,2.5,2050,4876,2,3,8,2050,0,2005,98072,2320,4065
329900,3,2.5,2170,4905,2,3,8,2170,0,2004,98038,2300,4935
355300,3,2.5,1620,7410,1,5,7,1620,0,1955,98133,1450,8121
280000,3,2.5,1610,10022,2,3,7,1610,0,1996,98003,1820,10017
496600,3,2.5,1910,5562,2,3,8,1910,0,1988,98029,1940,4647
746000,3,2.5,2620,8950,2,3,9,2620,0,1992,98006,2850,8809
598555,3,2.5,3040,7880,2,3,9,3040,0,2004,98056,3040,7880
820000,3,2.5,2990,10711,1,3,9,1560,1430,1976,98198,2870,11476
753000,3,2.5,3070,223463,2,3,9,3070,0,2003,98053,3640,223463
505000,3,2.5,1820,11012,2,3,8,1820,0,1988,98074,1860,7767
479000,3,2.5,1690,3322,2,3,7,1690,0,2003,98053,1650,3446
389900,3,2.5,2160,59241,1,3,7,2160,0,2007,98042,2290,125017
295000,3,2.5,1690,8564,2,4,7,1690,0,1992,98038,1690,7532
225000,3,2.5,2000,9202,2,4,7,2000,0,1992,98038,1750,7827
500000,3,2.5,1650,4648,2,3,8,1650,0,2001,98075,1800,5637
425000,3,2.5,2650,12247,2,3,9,2650,0,2002,98001,2920,8965
217000,3,2.5,1340,4200,2,3,7,1340,0,2002,98002,990,4520
395000,3,2.5,1960,3953,2,3,8,1960,0,1999,98059,1690,3593
839000,3,2.5,3200,203425,1,3,10,3200,0,2000,98077,3200,203425
990000,3,2.5,2160,6000,1.5,4,8,1880,280,1939,98105,2300,6000
799000,3,2.5,2860,4442,2,3,8,2860,0,2000,98199,1440,4400
296500,3,2.5,1770,6033,2,4,7,1770,0,1987,98042,1590,6510
539900,3,2.5,2500,4203,2,3,8,2500,0,2001,98065,2460,4798
744000,3,2.5,2020,7512,2,4,8,2020,0,1981,98033,2410,8500
334500,3,2.5,1990,3694,2,3,8,1990,0,1989,98042,2110,3842
477000,3,2.5,1350,2053,3,3,8,1350,0,2005,98117,1350,4150
752888,3,2.5,2420,9000,2,4,9,2420,0,1987,98007,2630,9000
299000,3,2.5,1620,79993,1,4,6,1620,0,1960,98022,1620,15680
625000,3,2.5,2360,12164,2,3,10,2360,0,1987,98029,2400,11260
462500,3,2.5,1656,108900,1,4,7,1656,0,1985,98070,2030,29859
428000,3,2.5,2340,3466,2,3,7,2340,0,2004,98065,1970,3739
906000,3,2.5,2030,1800,3,3,9,2030,0,2013,98112,1450,1441
342000,3,2.5,1740,2226,2,3,8,1320,420,2008,98106,1740,1789
440000,3,2.5,2290,6302,2,3,9,2290,0,1997,98058,2700,7500
343000,3,2.5,1270,2509,2,3,8,1270,0,2004,98106,1420,2206
410000,3,2.5,1860,15457,2,3,8,1860,0,1997,98019,2040,14055
630000,3,2.5,2320,32772,2,3,9,2320,0,1992,98053,2610,33305
540000,3,2.5,2180,11100,1,3,8,1230,950,1983,98052,1930,12000
969950,3,2.5,2830,3750,3,3,10,2830,0,2014,98117,1780,5100
340000,3,2.5,3040,6255,2,3,7,3040,0,1999,98030,2670,6259
285000,3,2.5,1690,7460,1,3,7,870,820,1997,98146,1900,7302
315000,3,2.5,1600,7982,2,3,8,1600,0,1993,98001,1890,9830
326995,3,2.5,1860,5321,2,3,7,1860,0,2000,98038,1940,5205
457000,3,2.5,2050,5694,2,3,8,2050,0,2004,98065,2680,7187
363000,3,2.5,2390,8000,2,3,8,2390,0,1995,98042,2070,7585
925000,3,2.5,2440,7419,1,3,7,1520,920,1961,98103,2440,4880
343500,3,2.5,1900,5194,2,3,7,1900,0,2004,98058,2230,5194
689000,3,2.5,2080,9612,1,4,8,1700,380,1940,98125,2560,10202
620000,3,2.5,2590,7237,2,3,8,2590,0,2004,98125,1670,7648
290000,3,2.5,1190,8175,1,3,7,1190,0,1986,98055,2230,9520
449000,3,2.5,1810,1658,3,3,8,1810,0,1998,98117,1470,1585
515000,3,2.5,1820,5280,1,4,7,910,910,1949,98117,1600,4820
292000,3,2.5,1600,3580,2,3,7,1600,0,2000,98178,2020,4327
271500,3,2.5,1490,8005,1,3,7,1090,400,1976,98058,1880,7905
852500,3,2.5,2630,10100,1,4,9,1580,1050,1967,98006,2400,9700
317950,3,2.5,1980,4500,2,3,7,1980,0,2012,98042,2200,4500
542950,3,2.5,2070,39768,2,3,8,2070,0,1988,98077,2740,44866
399000,3,2.5,1740,3690,2,3,8,1740,0,2000,98065,2100,4944
542500,3,2.5,2040,10086,2,3,8,2040,0,1987,98052,1940,10272
1.00E+06,3,2.5,2044,5610,2,4,9,2044,0,1996,98033,2440,5610
450000,3,2.5,2530,8116,2,3,8,2530,0,2001,98011,2280,8791
488000,3,2.5,1940,5660,2,3,8,1940,0,2001,98072,2110,4581
355000,3,2.5,2400,9701,1,3,9,2400,0,1990,98023,2400,8258
255950,3,2.5,1720,3676,2,3,7,1720,0,1992,98031,1720,3510
330950,3,2.5,1630,2844,2,3,7,1630,0,2003,98118,1610,2582
340000,3,2.5,1212,1174,3,3,7,1212,0,2004,98125,1256,1226
270000,3,2.5,1770,7336,2,3,7,1770,0,1996,98030,1770,7349
529999,3,2.5,1710,1664,2,5,8,1300,410,2003,98199,1470,5400
510000,3,2.5,2310,53578,1,4,8,1340,970,1981,98072,2660,49658
476000,3,2.5,1440,3840,2,3,7,1440,0,2001,98053,1600,3131
740000,3,2.5,2710,18480,2,3,10,2000,710,1978,98034,2710,18077
498000,3,2.5,1690,4088,2,3,7,1690,0,2004,98053,1950,4088
339900,3,2.5,1470,4675,2,3,7,1470,0,1999,98065,1500,4385
539000,3,2.5,2830,9972,2,3,9,2830,0,2006,98019,3557,9159
225000,3,2.5,2170,11745,1,4,7,1410,760,1967,98058,1860,8643
959000,3,2.5,3320,11875,1,5,10,3320,0,1979,98034,3730,11875
330000,3,2.5,2370,9102,2,3,9,2370,0,1990,98023,2530,9883
518000,3,2.5,1680,2096,2,3,8,1380,300,2008,98117,1360,2096
559000,3,2.5,2010,5200,2,3,8,2010,0,1989,98034,1860,4400
835000,3,2.5,2960,6856,2,3,10,2960,0,2009,98074,3320,6856
424305,3,2.5,1600,5960,2,5,8,1600,0,1910,98168,1410,13056
372000,3,2.5,2430,5000,2,3,8,2430,0,2001,98042,2910,5620
345000,3,2.5,1870,3584,2,3,8,1870,0,2003,98058,1900,3920
246500,3,2.5,1620,7686,2,3,7,1620,0,1989,98038,1370,7686
403000,3,2.5,1502,1400,3,3,7,1502,0,2005,98115,1377,1466
792000,3,2.5,3320,12840,1,3,10,2600,720,1990,98075,3230,14933
337000,3,2.5,2235,43560,1,5,7,990,1245,1975,98010,1460,29621
290000,3,2.5,1600,6848,2,3,7,1600,0,2000,98001,1700,7210
1.05E+06,3,2.5,2200,1970,2,3,9,1610,590,2008,98102,1890,3505
455000,3,2.5,1600,7829,2,3,7,1600,0,1987,98034,1580,9104
551000,3,2.5,2010,17362,2,3,8,2010,0,1994,98033,1920,7200
1.23E+06,3,2.5,2660,1967,3,3,9,1870,790,2007,98119,1640,1369
410000,3,2.5,3040,6054,2,3,9,3040,0,2005,98042,2650,6054
595000,3,2.5,2550,6677,2,3,8,2550,0,2002,98028,1930,7217
353000,3,2.5,2550,6021,2,3,7,2550,0,2002,98030,2080,6021
469000,3,2.5,1190,1290,3,3,8,1190,0,2008,98107,1410,1923
475000,3,2.5,1630,7586,2,3,8,1630,0,1986,98029,2090,7330
482000,3,2.5,2950,6545,2,3,8,2950,0,2003,98059,2400,6550
491150,3,2.5,1470,3971,2,3,7,1470,0,2003,98053,1650,3148
930000,3,2.5,3290,6830,2,3,10,3290,0,2000,98052,3200,6227
413450,3,2.5,1540,1614,3,3,8,1470,70,2008,98103,1540,1418
405000,3,2.5,2070,4697,2,3,7,2070,0,2002,98065,2230,4437
572000,3,2.5,2360,9938,1,3,8,1690,670,1987,98027,2280,9626
515000,3,2.5,3020,12184,2,3,8,3020,0,2003,98019,2980,10029
768000,3,2.5,2660,10928,2,3,9,1830,830,1988,98006,2800,10025
435000,3,2.5,2260,5100,2,3,8,2260,0,2007,98019,2260,5100
732500,3,2.5,2470,10321,2,3,9,2470,0,1988,98052,2450,8440
480000,3,2.5,2270,4488,2,3,7,2270,0,1999,98065,2360,4427
460000,3,2.5,1690,5131,1,3,7,1690,0,1941,98126,860,5137
600000,3,2.5,2630,77972,2,3,9,2630,0,2004,98019,2250,75794
280000,3,2.5,1020,2217,2,3,7,720,300,2004,98106,1060,1524
249000,3,2.5,1850,7200,1,3,7,1500,350,1979,98023,2140,7500
475000,3,2.5,2680,87117,1,3,7,1340,1340,1989,98024,2580,87117
275000,3,2.5,2030,6326,2,3,7,2030,0,1993,98038,1810,6825
525000,3,2.5,1720,7950,1.5,4,7,1720,0,1972,98034,1790,7030
699950,3,2.5,2510,4106,2,3,9,2510,0,2003,98029,2470,4106
306000,3,2.5,1680,11193,2,3,8,1680,0,1984,98058,2080,8084
1.17E+06,3,2.5,2670,5000,2,5,9,2000,670,1942,98144,2320,5000
309000,3,2.5,1990,3614,2,3,7,1990,0,2005,98038,1980,3800
685000,3,2.5,2520,10175,1,3,8,1630,890,1979,98027,2220,8388
650000,3,2.5,2220,6380,1.5,4,8,1660,560,1931,98115,950,6380
400000,3,2.5,2580,214315,1.5,3,8,2580,0,1946,98053,2580,70131
1.03E+06,3,2.5,2430,10500,2,3,9,2430,0,1989,98004,3440,12842
315000,3,2.5,1880,7000,2,3,8,1880,0,1993,98031,1880,7000
650000,3,2.5,2180,37042,2,3,9,2180,0,1998,98077,2880,32688
612000,3,2.5,2120,7401,2,3,8,2120,0,1989,98029,2010,7972
760000,3,2.5,4040,147856,2,3,9,4040,0,2004,98092,3000,125452
1.68E+06,3,2.5,3490,8343,2,4,9,2150,1340,1939,98125,2990,13104
540000,3,2.5,2400,5817,2,3,8,2400,0,1998,98065,2420,5817
265000,3,2.5,1660,5250,2,4,8,1660,0,1988,98003,1630,5505
380000,3,2.5,1980,17342,2,3,10,1580,400,1984,98166,2060,17313
475000,3,2.5,2160,35912,2,3,8,2160,0,1982,98077,2230,35244
450000,3,2.5,2910,17172,2,3,10,2910,0,1989,98003,2910,20048
239000,3,2.5,1360,5754,2,3,7,1360,0,1994,98030,1360,7050
562000,3,2.5,2400,97138,2,5,8,2400,0,1983,98077,2230,54450
430000,3,2.5,1400,7508,2,4,7,1400,0,1987,98034,1710,7700
365000,3,2.5,1484,1761,3,3,7,1484,0,2003,98115,1484,4320
460000,3,2.5,2720,40813,2,3,8,2720,0,2001,98001,2250,40511
345000,3,2.5,1620,5992,2,3,7,1620,0,2001,98019,1620,4644
910000,3,2.5,2720,7250,2,3,9,2720,0,1990,98033,2870,7250
410000,3,2.5,1960,4400,2,3,7,1960,0,2006,98065,2060,4400
556000,3,2.5,2750,35440,2,3,9,2750,0,1994,98045,2710,35440
450000,3,2.5,2480,5647,2,3,7,2480,0,2002,98065,2510,5018
308900,3,2.5,2250,7294,2,3,8,2250,0,1994,98092,2140,7363
959000,3,2.5,2830,3750,3,3,10,2830,0,2014,98117,1780,5000
560000,3,2.5,2180,7169,2,3,8,2180,0,1990,98029,2150,5914
579000,3,2.5,2300,18540,1,3,8,1800,500,1961,98177,2460,18540
485000,3,2.5,2270,7887,2,3,8,2270,0,2004,98065,2550,7133
552000,3,2.5,1840,9900,1,3,9,1840,0,1978,98007,2730,9900
540000,3,2.5,3100,100188,1,4,7,1820,1280,1981,98038,2430,104979
717500,3,2.5,2530,9932,2,3,8,2530,0,1995,98052,2140,7950
315000,3,2.5,1730,6368,2,3,7,1730,0,1993,98038,1780,6597
425000,3,2.5,1480,1386,3,3,8,1480,0,2005,98029,1470,1593
770000,3,2.5,2730,11380,2,3,10,2730,0,1995,98075,2800,10070
285000,3,2.5,1660,6263,2,3,8,1660,0,2003,98042,2190,6192
425000,3,2.5,2650,144183,1,3,8,2650,0,1967,98042,1940,41210
447000,3,2.5,1650,3076,2,3,7,1650,0,2003,98053,1560,3064
610000,3,2.5,2080,167270,1,3,7,2080,0,2000,98038,2080,55321
266490,3,2.5,1810,4113,2,3,7,1810,0,2004,98042,1880,4465
885000,3,2.5,2880,11443,2,4,9,2880,0,1986,98006,2840,12530
450000,3,2.5,1460,7573,2,3,8,1460,0,1983,98007,1910,7668
375000,3,2.5,1830,13042,2,3,8,1830,0,1990,98038,1940,6996
423800,3,2.5,1940,7415,2,3,8,1940,0,1965,98006,1940,8425
535000,3,2.5,1960,47044,2,4,8,1960,0,1978,98077,2020,29004
900000,3,2.5,2320,5000,2,3,8,1620,700,1907,98112,2160,5000
589000,3,2.5,2320,5663,2,3,8,2320,0,2003,98027,2500,4500
539950,3,2.5,1330,2183,3,3,8,1330,0,2014,98117,1310,5000
700000,3,2.5,2190,7982,2,3,8,2190,0,2004,98033,2090,8888
270000,3,2.5,1780,5015,2,3,7,1780,0,2010,98042,2010,5250
391500,3,2.5,1920,9625,2,3,8,1920,0,1993,98045,1920,10343
504500,3,2.5,1820,1545,3,3,8,1640,180,1998,98103,1440,1290
685000,3,2.5,3290,90796,2,4,10,3290,0,1992,98042,2700,55023
585000,3,2.5,1740,2350,2,3,8,1130,610,1995,98112,1740,3201
315000,3,2.5,2200,5954,2,3,7,2200,0,2004,98042,2200,5046
330000,3,2.5,1870,4657,2,3,8,1870,0,2000,98055,2290,4795
1.55E+06,3,2.5,4460,26027,2,3,12,4460,0,1992,98033,3770,26027
820000,3,2.5,2970,9600,2,3,9,2970,0,1994,98006,2970,9707
660000,3,2.5,2390,15669,2,3,9,2390,0,1991,98011,2640,12500
680000,3,2.5,1800,4400,1,5,7,1350,450,1970,98199,1920,4400
950000,3,2.5,3480,7800,1,4,7,1750,1730,1941,98177,3010,9918
410000,3,2.5,1830,2839,2,3,8,1830,0,1999,98074,1830,3011
539000,3,2.5,1710,2300,2,3,8,1570,140,2005,98052,2120,2856
296475,3,2.5,1520,4170,2,3,7,1520,0,2004,98038,1560,4237
260000,3,2.5,1440,2500,2,3,7,1440,0,2006,98146,1440,5000
523000,3,2.5,2400,6182,2,3,8,2400,0,1998,98065,2420,5829
888550,3,2.5,3540,38322,2,3,10,3540,0,1989,98053,3540,35926
269950,3,2.5,1520,8720,1,3,7,1080,440,1981,98058,1720,7551
545000,3,2.5,2660,20369,2,3,8,2660,0,1992,98027,2720,12927
370000,3,2.5,1070,1219,2,3,7,720,350,2004,98116,1070,1254
370000,3,2.5,1980,6922,2,5,8,1980,0,1991,98031,2090,7697
488000,3,2.5,1590,2550,3,3,7,1590,0,1985,98117,1260,5100
345000,3,2.5,1380,1547,3,3,8,1380,0,2000,98103,1380,1465
541338,3,2.5,2060,8123,2,3,8,1010,1050,1977,98052,1760,6170
506950,3,2.5,2080,4931,2,3,8,2080,0,2000,98065,1890,4229
500000,3,2.5,1480,1171,3,3,8,1480,0,2006,98112,1480,1231
812000,3,2.5,2040,4559,2,3,9,2040,0,1998,98122,1500,4500
825500,3,2.5,2780,11964,2,3,9,2780,0,2009,98034,1760,9640
377000,3,2.5,1870,5333,2,3,8,1870,0,2012,98019,2100,3730
419950,3,2.5,3120,6000,2,3,9,3120,0,2007,98038,2670,6000
456000,3,2.5,2130,5205,2,3,8,2130,0,2013,98045,2250,5462
348000,3,2.5,1490,2478,3,3,8,1490,0,2009,98133,1270,1156
